filepath,label
inme\var_iskemi_clean\12840.png,1
inme\yok_clean\13113.png,0
inme\yok_clean\13238.png,0
inme\var_kanama_clean\14951.png,1
inme\yok_clean\10973.png,0
inme\yok_clean\13975.png,0
inme\var_kanama_clean\13353.png,1
inme\var_kanama_clean\13311.png,1
inme\yok_clean\10496.png,0
inme\yok_clean\10084.png,0
inme\yok_clean\15437.png,0
inme\yok_clean\16399.png,0
inme\yok_clean\11631.png,0
inme\yok_clean\11157.png,0
inme\yok_clean\13398.png,0
inme\var_kanama_clean\15788.png,1
inme\yok_clean\13715.png,0
inme\yok_clean\10521.png,0
inme\yok_clean\11053.png,0
inme\yok_clean\16028.png,0
inme\var_kanama_clean\15463.png,1
inme\yok_clean\10534.png,0
inme\yok_clean\17026.png,0
inme\var_kanama_clean\14961.png,1
inme\var_kanama_clean\14633.png,1
inme\var_iskemi_clean\11417.png,1
inme\yok_clean\16252.png,0
inme\var_iskemi_clean\16169.png,1
inme\yok_clean\16625.png,0
inme\var_kanama_clean\15519.png,1
inme\yok_clean\15642.png,0
inme\yok_clean\11870.png,0
inme\var_kanama_clean\11065.png,1
inme\var_iskemi_clean\12405.png,1
inme\var_kanama_clean\10990.png,1
inme\yok_clean\15162.png,0
inme\yok_clean\10598.png,0
inme\var_iskemi_clean\16064.png,1
inme\yok_clean\10646.png,0
inme\yok_clean\10104.png,0
inme\yok_clean\16945.png,0
inme\yok_clean\14355.png,0
inme\yok_clean\11389.png,0
inme\yok_clean\13354.png,0
inme\yok_clean\14683.png,0
inme\yok_clean\11246.png,0
inme\yok_clean\12432.png,0
inme\var_kanama_clean\12614.png,1
inme\yok_clean\16804.png,0
inme\var_kanama_clean\13336.png,1
inme\var_iskemi_clean\14175.png,1
inme\yok_clean\13234.png,0
inme\yok_clean\13204.png,0
inme\yok_clean\10968.png,0
inme\yok_clean\10781.png,0
inme\var_kanama_clean\10522.png,1
inme\yok_clean\11289.png,0
inme\yok_clean\11298.png,0
inme\yok_clean\17008.png,0
inme\var_kanama_clean\10888.png,1
inme\yok_clean\14357.png,0
inme\var_kanama_clean\15100.png,1
inme\var_iskemi_clean\13092.png,1
inme\var_kanama_clean\12037.png,1
inme\yok_clean\13656.png,0
inme\yok_clean\10127.png,0
inme\yok_clean\12944.png,0
inme\yok_clean\16256.png,0
inme\yok_clean\14238.png,0
inme\yok_clean\15782.png,0
inme\yok_clean\11540.png,0
inme\yok_clean\14813.png,0
inme\yok_clean\14628.png,0
inme\var_kanama_clean\13845.png,1
inme\var_iskemi_clean\10238.png,1
inme\yok_clean\11792.png,0
inme\yok_clean\12870.png,0
inme\var_kanama_clean\10712.png,1
inme\var_kanama_clean\12539.png,1
inme\var_iskemi_clean\15029.png,1
inme\yok_clean\14596.png,0
inme\yok_clean\13723.png,0
inme\var_kanama_clean\10783.png,1
inme\yok_clean\14185.png,0
inme\var_kanama_clean\10689.png,1
inme\yok_clean\11305.png,0
inme\yok_clean\13370.png,0
inme\yok_clean\13251.png,0
inme\var_iskemi_clean\13801.png,1
inme\yok_clean\12182.png,0
inme\yok_clean\12653.png,0
inme\yok_clean\15750.png,0
inme\yok_clean\14618.png,0
inme\yok_clean\15218.png,0
inme\yok_clean\12566.png,0
inme\yok_clean\15513.png,0
inme\var_kanama_clean\10190.png,1
inme\yok_clean\15752.png,0
inme\yok_clean\11454.png,0
inme\yok_clean\13101.png,0
inme\yok_clean\11247.png,0
inme\var_kanama_clean\12526.png,1
inme\var_kanama_clean\10894.png,1
inme\yok_clean\16693.png,0
inme\var_iskemi_clean\11364.png,1
inme\var_kanama_clean\12314.png,1
inme\yok_clean\16854.png,0
inme\yok_clean\10334.png,0
inme\yok_clean\13314.png,0
inme\yok_clean\15751.png,0
inme\yok_clean\11178.png,0
inme\yok_clean\14387.png,0
inme\var_iskemi_clean\16032.png,1
inme\yok_clean\10469.png,0
inme\yok_clean\11770.png,0
inme\var_kanama_clean\12465.png,1
inme\yok_clean\14744.png,0
inme\var_kanama_clean\12486.png,1
inme\var_kanama_clean\16916.png,1
inme\yok_clean\11497.png,0
inme\yok_clean\13050.png,0
inme\yok_clean\10292.png,0
inme\yok_clean\15379.png,0
inme\var_kanama_clean\14345.png,1
inme\yok_clean\15778.png,0
inme\var_kanama_clean\11415.png,1
inme\var_kanama_clean\16459.png,1
inme\yok_clean\16793.png,0
inme\yok_clean\12230.png,0
inme\yok_clean\13635.png,0
inme\var_kanama_clean\14655.png,1
inme\yok_clean\11555.png,0
inme\var_iskemi_clean\15120.png,1
inme\yok_clean\10749.png,0
inme\yok_clean\15387.png,0
inme\yok_clean\16177.png,0
inme\yok_clean\11334.png,0
inme\var_kanama_clean\14789.png,1
inme\yok_clean\11993.png,0
inme\yok_clean\16590.png,0
inme\yok_clean\12250.png,0
inme\yok_clean\14640.png,0
inme\yok_clean\13946.png,0
inme\var_iskemi_clean\16241.png,1
inme\var_iskemi_clean\11657.png,1
inme\yok_clean\10879.png,0
inme\yok_clean\12649.png,0
inme\var_kanama_clean\15796.png,1
inme\var_iskemi_clean\16436.png,1
inme\var_iskemi_clean\12688.png,1
inme\yok_clean\15716.png,0
inme\yok_clean\15470.png,0
inme\yok_clean\13264.png,0
inme\yok_clean\12780.png,0
inme\yok_clean\14777.png,0
inme\var_iskemi_clean\16016.png,1
inme\yok_clean\11668.png,0
inme\yok_clean\16546.png,0
inme\yok_clean\16545.png,0
inme\yok_clean\10275.png,0
inme\var_kanama_clean\11817.png,1
inme\var_kanama_clean\14486.png,1
inme\yok_clean\11882.png,0
inme\yok_clean\14811.png,0
inme\yok_clean\15092.png,0
inme\yok_clean\13216.png,0
inme\yok_clean\11502.png,0
inme\yok_clean\14083.png,0
inme\var_iskemi_clean\10795.png,1
inme\yok_clean\15755.png,0
inme\yok_clean\11163.png,0
inme\yok_clean\13428.png,0
inme\yok_clean\10010.png,0
inme\yok_clean\10358.png,0
inme\var_kanama_clean\16862.png,1
inme\yok_clean\10683.png,0
inme\var_kanama_clean\12887.png,1
inme\yok_clean\10191.png,0
inme\yok_clean\12010.png,0
inme\yok_clean\12020.png,0
inme\yok_clean\12774.png,0
inme\var_kanama_clean\13391.png,1
inme\yok_clean\15766.png,0
inme\var_kanama_clean\11301.png,1
inme\yok_clean\13693.png,0
inme\var_iskemi_clean\10777.png,1
inme\var_iskemi_clean\16101.png,1
inme\var_iskemi_clean\16031.png,1
inme\var_kanama_clean\11016.png,1
inme\yok_clean\14008.png,0
inme\yok_clean\16706.png,0
inme\yok_clean\15223.png,0
inme\yok_clean\14768.png,0
inme\yok_clean\11447.png,0
inme\yok_clean\10700.png,0
inme\yok_clean\11558.png,0
inme\yok_clean\16206.png,0
inme\yok_clean\11002.png,0
inme\yok_clean\16593.png,0
inme\yok_clean\14420.png,0
inme\yok_clean\12195.png,0
inme\yok_clean\15030.png,0
inme\var_iskemi_clean\12883.png,1
inme\var_kanama_clean\10194.png,1
inme\yok_clean\13224.png,0
inme\yok_clean\10407.png,0
inme\yok_clean\16222.png,0
inme\var_kanama_clean\13321.png,1
inme\var_iskemi_clean\11381.png,1
inme\yok_clean\13352.png,0
inme\yok_clean\15357.png,0
inme\var_kanama_clean\14852.png,1
inme\yok_clean\15663.png,0
inme\var_kanama_clean\15559.png,1
inme\var_kanama_clean\12679.png,1
inme\var_iskemi_clean\14371.png,1
inme\yok_clean\11917.png,0
inme\yok_clean\15596.png,0
inme\yok_clean\10008.png,0
inme\yok_clean\11581.png,0
inme\var_kanama_clean\13615.png,1
inme\yok_clean\13752.png,0
inme\yok_clean\14033.png,0
inme\yok_clean\15462.png,0
inme\var_iskemi_clean\15143.png,1
inme\yok_clean\15414.png,0
inme\yok_clean\10133.png,0
inme\yok_clean\16751.png,0
inme\yok_clean\11744.png,0
inme\yok_clean\16933.png,0
inme\var_kanama_clean\11491.png,1
inme\var_kanama_clean\11143.png,1
inme\yok_clean\13836.png,0
inme\yok_clean\12209.png,0
inme\yok_clean\15974.png,0
inme\yok_clean\13757.png,0
inme\var_kanama_clean\12048.png,1
inme\var_kanama_clean\15809.png,1
inme\yok_clean\12515.png,0
inme\var_kanama_clean\11181.png,1
inme\yok_clean\16075.png,0
inme\yok_clean\12644.png,0
inme\yok_clean\11477.png,0
inme\yok_clean\10634.png,0
inme\var_kanama_clean\11573.png,1
inme\var_kanama_clean\16045.png,1
inme\yok_clean\13976.png,0
inme\var_iskemi_clean\11153.png,1
inme\var_iskemi_clean\14931.png,1
inme\yok_clean\10087.png,0
inme\var_iskemi_clean\12214.png,1
inme\yok_clean\16407.png,0
inme\var_iskemi_clean\16491.png,1
inme\yok_clean\15608.png,0
inme\var_iskemi_clean\16683.png,1
inme\yok_clean\15503.png,0
inme\var_iskemi_clean\12563.png,1
inme\var_iskemi_clean\10053.png,1
inme\yok_clean\12622.png,0
inme\yok_clean\15105.png,0
inme\var_kanama_clean\14308.png,1
inme\yok_clean\11528.png,0
inme\yok_clean\11848.png,0
inme\yok_clean\15675.png,0
inme\var_kanama_clean\10046.png,1
inme\yok_clean\13668.png,0
inme\var_iskemi_clean\10179.png,1
inme\yok_clean\12210.png,0
inme\yok_clean\14935.png,0
inme\yok_clean\11079.png,0
inme\yok_clean\13568.png,0
inme\yok_clean\13171.png,0
inme\yok_clean\13052.png,0
inme\yok_clean\15116.png,0
inme\yok_clean\10570.png,0
inme\var_iskemi_clean\11617.png,1
inme\yok_clean\14887.png,0
inme\yok_clean\13481.png,0
inme\yok_clean\13029.png,0
inme\yok_clean\16685.png,0
inme\yok_clean\14895.png,0
inme\var_kanama_clean\11952.png,1
inme\yok_clean\10774.png,0
inme\yok_clean\12493.png,0
inme\yok_clean\11192.png,0
inme\var_iskemi_clean\13154.png,1
inme\yok_clean\16947.png,0
inme\yok_clean\13591.png,0
inme\var_kanama_clean\15577.png,1
inme\yok_clean\13451.png,0
inme\yok_clean\15069.png,0
inme\yok_clean\16077.png,0
inme\var_iskemi_clean\14722.png,1
inme\yok_clean\13618.png,0
inme\yok_clean\11825.png,0
inme\yok_clean\12752.png,0
inme\yok_clean\15678.png,0
inme\yok_clean\11436.png,0
inme\yok_clean\10213.png,0
inme\yok_clean\11644.png,0
inme\yok_clean\13501.png,0
inme\yok_clean\15382.png,0
inme\yok_clean\12625.png,0
inme\yok_clean\13319.png,0
inme\var_iskemi_clean\14856.png,1
inme\yok_clean\13252.png,0
inme\var_kanama_clean\11687.png,1
inme\yok_clean\15404.png,0
inme\var_iskemi_clean\12364.png,1
inme\yok_clean\15088.png,0
inme\yok_clean\16250.png,0
inme\var_kanama_clean\16701.png,1
inme\yok_clean\13141.png,0
inme\yok_clean\11982.png,0
inme\yok_clean\11110.png,0
inme\var_iskemi_clean\11424.png,1
inme\yok_clean\16414.png,0
inme\yok_clean\15887.png,0
inme\var_iskemi_clean\13671.png,1
inme\yok_clean\16542.png,0
inme\yok_clean\11926.png,0
inme\yok_clean\15185.png,0
inme\yok_clean\12648.png,0
inme\yok_clean\15051.png,0
inme\yok_clean\10348.png,0
inme\yok_clean\15304.png,0
inme\yok_clean\14652.png,0
inme\var_iskemi_clean\11734.png,1
inme\yok_clean\16312.png,0
inme\var_kanama_clean\10959.png,1
inme\var_iskemi_clean\13421.png,1
inme\var_kanama_clean\11862.png,1
inme\yok_clean\15670.png,0
inme\yok_clean\14336.png,0
inme\yok_clean\14508.png,0
inme\yok_clean\15885.png,0
inme\yok_clean\14212.png,0
inme\yok_clean\12553.png,0
inme\yok_clean\16618.png,0
inme\yok_clean\16741.png,0
inme\var_kanama_clean\16819.png,1
inme\var_iskemi_clean\15765.png,1
inme\yok_clean\11212.png,0
inme\yok_clean\12530.png,0
inme\var_iskemi_clean\11767.png,1
inme\yok_clean\13594.png,0
inme\yok_clean\11287.png,0
inme\yok_clean\10137.png,0
inme\yok_clean\13507.png,0
inme\yok_clean\13473.png,0
inme\yok_clean\15187.png,0
inme\yok_clean\16736.png,0
inme\yok_clean\13258.png,0
inme\var_iskemi_clean\10963.png,1
inme\yok_clean\16814.png,0
inme\yok_clean\13031.png,0
inme\yok_clean\12922.png,0
inme\yok_clean\13328.png,0
inme\yok_clean\11908.png,0
inme\var_kanama_clean\10987.png,1
inme\yok_clean\13128.png,0
inme\yok_clean\14534.png,0
inme\yok_clean\12392.png,0
inme\yok_clean\11757.png,0
inme\yok_clean\12538.png,0
inme\var_iskemi_clean\10561.png,1
inme\yok_clean\14442.png,0
inme\yok_clean\10982.png,0
inme\var_iskemi_clean\10391.png,1
inme\var_kanama_clean\16261.png,1
inme\var_iskemi_clean\13738.png,1
inme\yok_clean\11221.png,0
inme\yok_clean\11997.png,0
inme\var_kanama_clean\11004.png,1
inme\yok_clean\14429.png,0
inme\yok_clean\10810.png,0
inme\var_iskemi_clean\12105.png,1
inme\yok_clean\11694.png,0
inme\var_iskemi_clean\14174.png,1
inme\yok_clean\10610.png,0
inme\yok_clean\11283.png,0
inme\var_iskemi_clean\15625.png,1
inme\var_iskemi_clean\16784.png,1
inme\yok_clean\13484.png,0
inme\var_iskemi_clean\17025.png,1
inme\var_kanama_clean\10271.png,1
inme\yok_clean\16816.png,0
inme\yok_clean\14168.png,0
inme\yok_clean\10284.png,0
inme\var_iskemi_clean\13809.png,1
inme\var_iskemi_clean\11285.png,1
inme\yok_clean\13410.png,0
inme\var_iskemi_clean\12954.png,1
inme\var_kanama_clean\11243.png,1
inme\yok_clean\16712.png,0
inme\var_iskemi_clean\11686.png,1
inme\var_kanama_clean\16807.png,1
inme\yok_clean\11667.png,0
inme\yok_clean\12924.png,0
inme\yok_clean\13926.png,0
inme\var_iskemi_clean\10796.png,1
inme\yok_clean\11785.png,0
inme\yok_clean\16270.png,0
inme\yok_clean\11968.png,0
inme\yok_clean\14890.png,0
inme\yok_clean\16619.png,0
inme\yok_clean\11442.png,0
inme\yok_clean\16447.png,0
inme\yok_clean\12989.png,0
inme\var_iskemi_clean\11046.png,1
inme\var_iskemi_clean\10868.png,1
inme\yok_clean\10632.png,0
inme\yok_clean\11317.png,0
inme\var_kanama_clean\16234.png,1
inme\var_iskemi_clean\16680.png,1
inme\yok_clean\16489.png,0
inme\yok_clean\11187.png,0
inme\yok_clean\11893.png,0
inme\var_iskemi_clean\10377.png,1
inme\yok_clean\11898.png,0
inme\yok_clean\11448.png,0
inme\var_iskemi_clean\13786.png,1
inme\var_iskemi_clean\16702.png,1
inme\yok_clean\10740.png,0
inme\var_kanama_clean\13140.png,1
inme\var_kanama_clean\14182.png,1
inme\yok_clean\13139.png,0
inme\yok_clean\10114.png,0
inme\yok_clean\11976.png,0
inme\yok_clean\14014.png,0
inme\yok_clean\14772.png,0
inme\var_iskemi_clean\13811.png,1
inme\yok_clean\11215.png,0
inme\yok_clean\16994.png,0
inme\var_iskemi_clean\14679.png,1
inme\var_iskemi_clean\14631.png,1
inme\var_iskemi_clean\14901.png,1
inme\yok_clean\11865.png,0
inme\yok_clean\10142.png,0
inme\yok_clean\13458.png,0
inme\yok_clean\12368.png,0
inme\var_kanama_clean\12388.png,1
inme\var_kanama_clean\16239.png,1
inme\var_iskemi_clean\15886.png,1
inme\yok_clean\15083.png,0
inme\yok_clean\16508.png,0
inme\var_kanama_clean\16360.png,1
inme\var_kanama_clean\16950.png,1
inme\yok_clean\12961.png,0
inme\var_kanama_clean\13829.png,1
inme\yok_clean\10531.png,0
inme\var_iskemi_clean\16847.png,1
inme\yok_clean\16880.png,0
inme\var_iskemi_clean\16258.png,1
inme\yok_clean\13949.png,0
inme\yok_clean\12091.png,0
inme\var_iskemi_clean\16635.png,1
inme\var_kanama_clean\15224.png,1
inme\yok_clean\16490.png,0
inme\var_kanama_clean\15033.png,1
inme\yok_clean\10721.png,0
inme\yok_clean\12674.png,0
inme\yok_clean\10218.png,0
inme\yok_clean\16217.png,0
inme\yok_clean\14540.png,0
inme\yok_clean\13405.png,0
inme\yok_clean\15399.png,0
inme\yok_clean\11711.png,0
inme\var_iskemi_clean\12092.png,1
inme\yok_clean\14594.png,0
inme\yok_clean\15934.png,0
inme\yok_clean\14729.png,0
inme\yok_clean\11960.png,0
inme\var_kanama_clean\14524.png,1
inme\yok_clean\13666.png,0
inme\yok_clean\15631.png,0
inme\yok_clean\13437.png,0
inme\yok_clean\11872.png,0
inme\yok_clean\10058.png,0
inme\yok_clean\14984.png,0
inme\var_kanama_clean\10865.png,1
inme\var_kanama_clean\15772.png,1
inme\yok_clean\14952.png,0
inme\yok_clean\10106.png,0
inme\var_kanama_clean\12572.png,1
inme\yok_clean\12256.png,0
inme\yok_clean\16351.png,0
inme\yok_clean\11060.png,0
inme\yok_clean\12124.png,0
inme\yok_clean\14253.png,0
inme\yok_clean\15837.png,0
inme\yok_clean\12326.png,0
inme\yok_clean\12726.png,0
inme\yok_clean\15554.png,0
inme\yok_clean\15950.png,0
inme\yok_clean\11278.png,0
inme\yok_clean\15786.png,0
inme\yok_clean\10366.png,0
inme\yok_clean\16313.png,0
inme\var_kanama_clean\10113.png,1
inme\yok_clean\16554.png,0
inme\yok_clean\14554.png,0
inme\var_iskemi_clean\14483.png,1
inme\var_kanama_clean\15819.png,1
inme\yok_clean\16906.png,0
inme\var_kanama_clean\10310.png,1
inme\yok_clean\10197.png,0
inme\yok_clean\13522.png,0
inme\yok_clean\12153.png,0
inme\yok_clean\11097.png,0
inme\yok_clean\13736.png,0
inme\yok_clean\15585.png,0
inme\yok_clean\10421.png,0
inme\var_iskemi_clean\12318.png,1
inme\yok_clean\13110.png,0
inme\yok_clean\11859.png,0
inme\yok_clean\10439.png,0
inme\yok_clean\12213.png,0
inme\yok_clean\14908.png,0
inme\yok_clean\13549.png,0
inme\yok_clean\15946.png,0
inme\var_iskemi_clean\13528.png,1
inme\yok_clean\12852.png,0
inme\var_iskemi_clean\12346.png,1
inme\var_iskemi_clean\14900.png,1
inme\yok_clean\13038.png,0
inme\yok_clean\16651.png,0
inme\var_iskemi_clean\13491.png,1
inme\yok_clean\10121.png,0
inme\yok_clean\11714.png,0
inme\yok_clean\13312.png,0
inme\var_iskemi_clean\16022.png,1
inme\yok_clean\15735.png,0
inme\yok_clean\15009.png,0
inme\yok_clean\16603.png,0
inme\yok_clean\14906.png,0
inme\yok_clean\13162.png,0
inme\var_iskemi_clean\11821.png,1
inme\yok_clean\14425.png,0
inme\var_kanama_clean\14517.png,1
inme\yok_clean\12280.png,0
inme\yok_clean\13157.png,0
inme\var_kanama_clean\14831.png,1
inme\yok_clean\15828.png,0
inme\yok_clean\11568.png,0
inme\yok_clean\15800.png,0
inme\yok_clean\11851.png,0
inme\var_kanama_clean\14030.png,1
inme\yok_clean\13002.png,0
inme\var_kanama_clean\17016.png,1
inme\yok_clean\13956.png,0
inme\yok_clean\10389.png,0
inme\yok_clean\10764.png,0
inme\yok_clean\15068.png,0
inme\yok_clean\15599.png,0
inme\var_iskemi_clean\12381.png,1
inme\var_iskemi_clean\10499.png,1
inme\yok_clean\11892.png,0
inme\yok_clean\16253.png,0
inme\yok_clean\15576.png,0
inme\var_iskemi_clean\10642.png,1
inme\yok_clean\14876.png,0
inme\yok_clean\12871.png,0
inme\var_kanama_clean\16446.png,1
inme\yok_clean\15891.png,0
inme\yok_clean\10974.png,0
inme\var_kanama_clean\10261.png,1
inme\yok_clean\11703.png,0
inme\yok_clean\10692.png,0
inme\yok_clean\15210.png,0
inme\var_iskemi_clean\10961.png,1
inme\yok_clean\13744.png,0
inme\var_kanama_clean\12175.png,1
inme\var_iskemi_clean\12309.png,1
inme\yok_clean\10590.png,0
inme\var_kanama_clean\14053.png,1
inme\yok_clean\11544.png,0
inme\var_kanama_clean\11911.png,1
inme\var_iskemi_clean\15907.png,1
inme\yok_clean\15422.png,0
inme\var_iskemi_clean\11536.png,1
inme\yok_clean\10969.png,0
inme\yok_clean\12279.png,0
inme\yok_clean\11493.png,0
inme\yok_clean\10957.png,0
inme\yok_clean\14273.png,0
inme\var_iskemi_clean\11868.png,1
inme\var_iskemi_clean\12703.png,1
inme\yok_clean\13149.png,0
inme\yok_clean\11943.png,0
inme\yok_clean\10419.png,0
inme\yok_clean\10272.png,0
inme\yok_clean\13341.png,0
inme\var_kanama_clean\15975.png,1
inme\var_iskemi_clean\12804.png,1
inme\var_iskemi_clean\16630.png,1
inme\yok_clean\16935.png,0
inme\yok_clean\11978.png,0
inme\var_kanama_clean\15461.png,1
inme\yok_clean\16477.png,0
inme\yok_clean\13995.png,0
inme\var_iskemi_clean\14766.png,1
inme\yok_clean\15420.png,0
inme\yok_clean\13812.png,0
inme\var_kanama_clean\14088.png,1
inme\yok_clean\10139.png,0
inme\yok_clean\13562.png,0
inme\yok_clean\13544.png,0
inme\yok_clean\13380.png,0
inme\yok_clean\12200.png,0
inme\yok_clean\16526.png,0
inme\yok_clean\10760.png,0
inme\yok_clean\16141.png,0
inme\yok_clean\16444.png,0
inme\yok_clean\10368.png,0
inme\yok_clean\12636.png,0
inme\var_kanama_clean\13247.png,1
inme\yok_clean\10739.png,0
inme\yok_clean\10718.png,0
inme\yok_clean\11679.png,0
inme\yok_clean\12248.png,0
inme\yok_clean\16922.png,0
inme\var_kanama_clean\15702.png,1
inme\var_iskemi_clean\16550.png,1
inme\yok_clean\10302.png,0
inme\var_iskemi_clean\16715.png,1
inme\var_kanama_clean\16020.png,1
inme\yok_clean\16610.png,0
inme\yok_clean\13187.png,0
inme\yok_clean\10663.png,0
inme\yok_clean\12778.png,0
inme\var_kanama_clean\13592.png,1
inme\yok_clean\16766.png,0
inme\var_iskemi_clean\16758.png,1
inme\yok_clean\16195.png,0
inme\yok_clean\14559.png,0
inme\yok_clean\16070.png,0
inme\yok_clean\14131.png,0
inme\yok_clean\16293.png,0
inme\yok_clean\15221.png,0
inme\yok_clean\15167.png,0
inme\var_kanama_clean\14602.png,1
inme\var_kanama_clean\11650.png,1
inme\yok_clean\10465.png,0
inme\yok_clean\15968.png,0
inme\var_iskemi_clean\12095.png,1
inme\yok_clean\14181.png,0
inme\yok_clean\10074.png,0
inme\var_kanama_clean\11522.png,1
inme\yok_clean\16510.png,0
inme\var_iskemi_clean\12291.png,1
inme\yok_clean\11324.png,0
inme\yok_clean\10122.png,0
inme\yok_clean\11088.png,0
inme\yok_clean\17033.png,0
inme\yok_clean\12707.png,0
inme\yok_clean\14267.png,0
inme\var_kanama_clean\12312.png,1
inme\yok_clean\10651.png,0
inme\yok_clean\16563.png,0
inme\yok_clean\13274.png,0
inme\yok_clean\16974.png,0
inme\var_kanama_clean\15843.png,1
inme\yok_clean\14579.png,0
inme\yok_clean\10184.png,0
inme\var_kanama_clean\10116.png,1
inme\yok_clean\13984.png,0
inme\var_iskemi_clean\15551.png,1
inme\yok_clean\12558.png,0
inme\yok_clean\10315.png,0
inme\var_iskemi_clean\16631.png,1
inme\yok_clean\13351.png,0
inme\var_kanama_clean\15902.png,1
inme\var_kanama_clean\14677.png,1
inme\var_kanama_clean\15808.png,1
inme\var_kanama_clean\15807.png,1
inme\var_kanama_clean\14040.png,1
inme\yok_clean\16560.png,0
inme\yok_clean\13733.png,0
inme\yok_clean\10612.png,0
inme\var_kanama_clean\13111.png,1
inme\yok_clean\10076.png,0
inme\yok_clean\10654.png,0
inme\yok_clean\14342.png,0
inme\yok_clean\11796.png,0
inme\yok_clean\15067.png,0
inme\yok_clean\12239.png,0
inme\yok_clean\12047.png,0
inme\yok_clean\14049.png,0
inme\yok_clean\11431.png,0
inme\var_iskemi_clean\12721.png,1
inme\yok_clean\11944.png,0
inme\yok_clean\11907.png,0
inme\yok_clean\16035.png,0
inme\yok_clean\12403.png,0
inme\yok_clean\11099.png,0
inme\var_iskemi_clean\14920.png,1
inme\yok_clean\16316.png,0
inme\yok_clean\14096.png,0
inme\yok_clean\14702.png,0
inme\yok_clean\13198.png,0
inme\var_iskemi_clean\10635.png,1
inme\yok_clean\12902.png,0
inme\yok_clean\11546.png,0
inme\yok_clean\16502.png,0
inme\var_kanama_clean\10067.png,1
inme\var_kanama_clean\14577.png,1
inme\yok_clean\15685.png,0
inme\yok_clean\13308.png,0
inme\yok_clean\16002.png,0
inme\var_kanama_clean\16861.png,1
inme\yok_clean\10537.png,0
inme\yok_clean\13891.png,0
inme\yok_clean\16434.png,0
inme\yok_clean\14971.png,0
inme\yok_clean\13670.png,0
inme\yok_clean\12994.png,0
inme\yok_clean\16548.png,0
inme\var_iskemi_clean\13096.png,1
inme\var_kanama_clean\10743.png,1
inme\yok_clean\10983.png,0
inme\var_kanama_clean\12768.png,1
inme\yok_clean\12680.png,0
inme\yok_clean\10167.png,0
inme\var_kanama_clean\15660.png,1
inme\var_kanama_clean\16666.png,1
inme\var_iskemi_clean\12699.png,1
inme\yok_clean\15563.png,0
inme\var_kanama_clean\10758.png,1
inme\yok_clean\13564.png,0
inme\yok_clean\11656.png,0
inme\yok_clean\11786.png,0
inme\yok_clean\16845.png,0
inme\yok_clean\13704.png,0
inme\var_iskemi_clean\10702.png,1
inme\yok_clean\14882.png,0
inme\yok_clean\10624.png,0
inme\yok_clean\10040.png,0
inme\yok_clean\12167.png,0
inme\yok_clean\16334.png,0
inme\var_iskemi_clean\14127.png,1
inme\yok_clean\15566.png,0
inme\yok_clean\14520.png,0
inme\var_kanama_clean\16072.png,1
inme\yok_clean\15472.png,0
inme\yok_clean\15634.png,0
inme\var_iskemi_clean\15753.png,1
inme\var_iskemi_clean\16870.png,1
inme\yok_clean\10240.png,0
inme\var_kanama_clean\13067.png,1
inme\yok_clean\11173.png,0
inme\yok_clean\11135.png,0
inme\yok_clean\13104.png,0
inme\var_kanama_clean\10528.png,1
inme\yok_clean\13305.png,0
inme\yok_clean\16034.png,0
inme\yok_clean\14295.png,0
inme\yok_clean\16660.png,0
inme\yok_clean\13802.png,0
inme\var_iskemi_clean\15370.png,1
inme\yok_clean\10173.png,0
inme\yok_clean\14405.png,0
inme\var_iskemi_clean\15677.png,1
inme\yok_clean\13138.png,0
inme\yok_clean\14479.png,0
inme\yok_clean\11705.png,0
inme\var_kanama_clean\14221.png,1
inme\yok_clean\11281.png,0
inme\yok_clean\15320.png,0
inme\yok_clean\13009.png,0
inme\yok_clean\13595.png,0
inme\yok_clean\14246.png,0
inme\yok_clean\12177.png,0
inme\yok_clean\16812.png,0
inme\yok_clean\10254.png,0
inme\yok_clean\10607.png,0
inme\var_iskemi_clean\14015.png,1
inme\yok_clean\10896.png,0
inme\var_kanama_clean\14999.png,1
inme\yok_clean\11000.png,0
inme\yok_clean\15556.png,0
inme\var_iskemi_clean\13915.png,1
inme\yok_clean\13760.png,0
inme\yok_clean\15544.png,0
inme\var_iskemi_clean\13511.png,1
inme\yok_clean\14635.png,0
inme\var_kanama_clean\11015.png,1
inme\yok_clean\15097.png,0
inme\var_kanama_clean\13941.png,1
inme\yok_clean\15062.png,0
inme\var_kanama_clean\12792.png,1
inme\yok_clean\14519.png,0
inme\yok_clean\14803.png,0
inme\var_iskemi_clean\15403.png,1
inme\yok_clean\12342.png,0
inme\yok_clean\11368.png,0
inme\yok_clean\10548.png,0
inme\yok_clean\14757.png,0
inme\yok_clean\10592.png,0
inme\var_iskemi_clean\11624.png,1
inme\yok_clean\13906.png,0
inme\yok_clean\12580.png,0
inme\var_kanama_clean\11268.png,1
inme\var_iskemi_clean\14089.png,1
inme\var_kanama_clean\16756.png,1
inme\yok_clean\12296.png,0
inme\var_iskemi_clean\14108.png,1
inme\yok_clean\12605.png,0
inme\yok_clean\16858.png,0
inme\var_kanama_clean\15234.png,1
inme\yok_clean\12979.png,0
inme\yok_clean\12305.png,0
inme\yok_clean\12031.png,0
inme\var_iskemi_clean\10962.png,1
inme\var_iskemi_clean\12717.png,1
inme\yok_clean\11406.png,0
inme\yok_clean\15323.png,0
inme\var_kanama_clean\10222.png,1
inme\var_kanama_clean\12982.png,1
